Enhancers	msk_176	msk_177	msk_178	msk_179	msk_180	msk_181	msk_182	msk_183	msk_184	msk_185	msk_186	msk_187	msk_188	msk_189	msk_190	msk_191
0	0.6799695983835553	0.6799695983835553	0.6799695983835553	0.6799695983835553	0.6799695983835553	0.6799695983835553	0.6799695983835553	0.6799695983835553	0.6799695983835553	0.6799695983835553	0.6799695983835553	0.6799695983835553	0.6799695983835553	0.6799695983835553	0.6799695983835553	0.6799695983835553
1	1.0172324460603799	1.0172324460603799	1.0172324460603799	1.0172324460603799	1.0172324460603799	1.0172324460603799	1.0172324460603799	1.0172324460603799	1.0172324460603799	1.0172324460603799	1.0172324460603799	1.0172324460603799	1.0172324460603799	1.0172324460603799	1.0172324460603799	1.0172324460603799
2	0.9854102880632468	0.9854102880632468	0.9854102880632468	0.9854102880632468	0.9854102880632468	0.9854102880632468	0.9854102880632468	0.9854102880632468	0.9854102880632468	0.9854102880632468	0.9854102880632468	0.9854102880632468	0.9854102880632468	0.9854102880632468	0.9854102880632468	0.9854102880632468
3	0.6535038762241374	0.6535038762241374	0.6535038762241374	0.6535038762241374	0.6535038762241374	0.6535038762241374	0.6535038762241374	0.6535038762241374	0.6535038762241374	0.6535038762241374	0.6535038762241374	0.6535038762241374	0.6535038762241374	0.6535038762241374	0.6535038762241374	0.6535038762241374
4	0.985750071815707	0.985750071815707	0.985750071815707	0.985750071815707	0.985750071815707	0.985750071815707	0.985750071815707	0.985750071815707	0.985750071815707	0.985750071815707	0.985750071815707	0.985750071815707	0.985750071815707	0.985750071815707	0.985750071815707	0.985750071815707
5	0.6565662593077156	0.6565662593077156	0.6565662593077156	0.6565662593077156	0.6565662593077156	0.6565662593077156	0.6565662593077156	0.6565662593077156	0.6565662593077156	0.6565662593077156	0.6565662593077156	0.6565662593077156	0.6565662593077156	0.6565662593077156	0.6565662593077156	0.6565662593077156
6	1.008181773069793	1.008181773069793	1.008181773069793	1.008181773069793	1.008181773069793	1.008181773069793	1.008181773069793	1.008181773069793	1.008181773069793	1.008181773069793	1.008181773069793	1.008181773069793	1.008181773069793	1.008181773069793	1.008181773069793	1.008181773069793
7	0.9827626154385051	0.9827626154385051	0.9827626154385051	0.9827626154385051	0.9827626154385051	0.9827626154385051	0.9827626154385051	0.9827626154385051	0.9827626154385051	0.9827626154385051	0.9827626154385051	0.9827626154385051	0.9827626154385051	0.9827626154385051	0.9827626154385051	0.9827626154385051
8	0.6587687854601472	0.6587687854601472	0.6587687854601472	0.6587687854601472	0.6587687854601472	0.6587687854601472	0.6587687854601472	0.6587687854601472	0.6587687854601472	0.6587687854601472	0.6587687854601472	0.6587687854601472	0.6587687854601472	0.6587687854601472	0.6587687854601472	0.6587687854601472
9	0.9841942102192865	0.9841942102192865	0.9841942102192865	0.9841942102192865	0.9841942102192865	0.9841942102192865	0.9841942102192865	0.9841942102192865	0.9841942102192865	0.9841942102192865	0.9841942102192865	0.9841942102192865	0.9841942102192865	0.9841942102192865	0.9841942102192865	0.9841942102192865
10	1.0169528693221983	1.0169528693221983	1.0169528693221983	1.0169528693221983	1.0169528693221983	1.0169528693221983	1.0169528693221983	1.0169528693221983	1.0169528693221983	1.0169528693221983	1.0169528693221983	1.0169528693221983	1.0169528693221983	1.0169528693221983	1.0169528693221983	1.0169528693221983
11	1.0106413407505463	1.0106413407505463	1.0106413407505463	1.0106413407505463	1.0106413407505463	1.0106413407505463	1.0106413407505463	1.0106413407505463	1.0106413407505463	1.0106413407505463	1.0106413407505463	1.0106413407505463	1.0106413407505463	1.0106413407505463	1.0106413407505463	1.0106413407505463
12	0.6567688039028535	0.6567688039028535	0.6567688039028535	0.6567688039028535	0.6567688039028535	0.6567688039028535	0.6567688039028535	0.6567688039028535	0.6567688039028535	0.6567688039028535	0.6567688039028535	0.6567688039028535	0.6567688039028535	0.6567688039028535	0.6567688039028535	0.6567688039028535
13	0.34002006757920483	0.34002006757920483	0.34002006757920483	0.34002006757920483	0.34002006757920483	0.34002006757920483	0.34002006757920483	0.34002006757920483	0.34002006757920483	0.34002006757920483	0.34002006757920483	0.34002006757920483	0.34002006757920483	0.34002006757920483	0.34002006757920483	0.34002006757920483
14	0.6579731050186762	0.6579731050186762	0.6579731050186762	0.6579731050186762	0.6579731050186762	0.6579731050186762	0.6579731050186762	0.6579731050186762	0.6579731050186762	0.6579731050186762	0.6579731050186762	0.6579731050186762	0.6579731050186762	0.6579731050186762	0.6579731050186762	0.6579731050186762
15	1.0149655995792786	1.0149655995792786	1.0149655995792786	1.0149655995792786	1.0149655995792786	1.0149655995792786	1.0149655995792786	1.0149655995792786	1.0149655995792786	1.0149655995792786	1.0149655995792786	1.0149655995792786	1.0149655995792786	1.0149655995792786	1.0149655995792786	1.0149655995792786
16	0.6715730879810029	0.6715730879810029	0.6715730879810029	0.6715730879810029	0.6715730879810029	0.6715730879810029	0.6715730879810029	0.6715730879810029	0.6715730879810029	0.6715730879810029	0.6715730879810029	0.6715730879810029	0.6715730879810029	0.6715730879810029	0.6715730879810029	0.6715730879810029
17	1.0179288127699349	1.0179288127699349	1.0179288127699349	1.0179288127699349	1.0179288127699349	1.0179288127699349	1.0179288127699349	1.0179288127699349	1.0179288127699349	1.0179288127699349	1.0179288127699349	1.0179288127699349	1.0179288127699349	1.0179288127699349	1.0179288127699349	1.0179288127699349
