Enhancers	msk_128	msk_129	msk_130	msk_131	msk_132	msk_133	msk_134	msk_135	msk_136	msk_137	msk_138	msk_139	msk_140	msk_141	msk_142	msk_143
0	0.6799661457259649	0.6799661457259649	0.6799661457259649	0.6799661457259649	0.6799661457259649	0.6799661457259649	0.6799661457259649	0.6799661457259649	0.6799661457259649	0.6799661457259649	0.6799661457259649	0.6799661457259649	0.6799661457259649	0.6799661457259649	0.6799661457259649	0.6799661457259649
1	1.009017780491732	1.009017780491732	1.009017780491732	1.009017780491732	1.009017780491732	1.009017780491732	1.009017780491732	1.009017780491732	1.009017780491732	1.009017780491732	1.009017780491732	1.009017780491732	1.009017780491732	1.009017780491732	1.009017780491732	1.009017780491732
2	0.9836074295002444	0.9836074295002444	0.9836074295002444	0.9836074295002444	0.9836074295002444	0.9836074295002444	0.9836074295002444	0.9836074295002444	0.9836074295002444	0.9836074295002444	0.9836074295002444	0.9836074295002444	0.9836074295002444	0.9836074295002444	0.9836074295002444	0.9836074295002444
3	0.6535059395875634	0.6535059395875634	0.6535059395875634	0.6535059395875634	0.6535059395875634	0.6535059395875634	0.6535059395875634	0.6535059395875634	0.6535059395875634	0.6535059395875634	0.6535059395875634	0.6535059395875634	0.6535059395875634	0.6535059395875634	0.6535059395875634	0.6535059395875634
4	0.9868927374334114	0.9868927374334114	0.9868927374334114	0.9868927374334114	0.9868927374334114	0.9868927374334114	0.9868927374334114	0.9868927374334114	0.9868927374334114	0.9868927374334114	0.9868927374334114	0.9868927374334114	0.9868927374334114	0.9868927374334114	0.9868927374334114	0.9868927374334114
5	0.6602188171629354	0.6602188171629354	0.6602188171629354	0.6602188171629354	0.6602188171629354	0.6602188171629354	0.6602188171629354	0.6602188171629354	0.6602188171629354	0.6602188171629354	0.6602188171629354	0.6602188171629354	0.6602188171629354	0.6602188171629354	0.6602188171629354	0.6602188171629354
6	1.0100359893809137	1.0100359893809137	1.0100359893809137	1.0100359893809137	1.0100359893809137	1.0100359893809137	1.0100359893809137	1.0100359893809137	1.0100359893809137	1.0100359893809137	1.0100359893809137	1.0100359893809137	1.0100359893809137	1.0100359893809137	1.0100359893809137	1.0100359893809137
7	0.9964898710421616	0.9964898710421616	0.9964898710421616	0.9964898710421616	0.9964898710421616	0.9964898710421616	0.9964898710421616	0.9964898710421616	0.9964898710421616	0.9964898710421616	0.9964898710421616	0.9964898710421616	0.9964898710421616	0.9964898710421616	0.9964898710421616	0.9964898710421616
8	0.6562627244338503	0.6562627244338503	0.6562627244338503	0.6562627244338503	0.6562627244338503	0.6562627244338503	0.6562627244338503	0.6562627244338503	0.6562627244338503	0.6562627244338503	0.6562627244338503	0.6562627244338503	0.6562627244338503	0.6562627244338503	0.6562627244338503	0.6562627244338503
9	0.9851000323881821	0.9851000323881821	0.9851000323881821	0.9851000323881821	0.9851000323881821	0.9851000323881821	0.9851000323881821	0.9851000323881821	0.9851000323881821	0.9851000323881821	0.9851000323881821	0.9851000323881821	0.9851000323881821	0.9851000323881821	0.9851000323881821	0.9851000323881821
